Prefix,Region
LL49,Wales
LL51,Wales
LL52,Wales
LL53,Wales
LL54,Wales
LL55,Wales
LL56,Wales
LL57,Wales
LL58,Wales
LL59,Wales
LL60,Wales
LL61,Wales
LL62,Wales
LL63,Wales
LL64,Wales
LL65,Wales
LL66,Wales
LL67,Wales
LL68,Wales
LL69,Wales
LL70,Wales
LL71,Wales
LL72,Wales
LL73,Wales
LL74,Wales
LL75,Wales
LL76,Wales
LL77,Wales
LL78,Wales
LN1,East Midlands
LN10,East Midlands
LN11,East Midlands
LN12,East Midlands
LN13,East Midlands
LN2,East Midlands
LN3,East Midlands
LN4,East Midlands
LN5,East Midlands
LN6,East Midlands
LN7,East Midlands
LN8,East Midlands
LN9,East Midlands
LS1,Yorkshire and the Humber
LS10,Yorkshire and the Humber
LS11,Yorkshire and the Humber
LS12,Yorkshire and the Humber
LS13,Yorkshire and the Humber
LS14,Yorkshire and the Humber
LS15,Yorkshire and the Humber
LS16,Yorkshire and the Humber
LS17,Yorkshire and the Humber
LS18,Yorkshire and the Humber
LS19,Yorkshire and the Humber
LS2,Yorkshire and the Humber
LS20,Yorkshire and the Humber
LS21,Yorkshire and the Humber
LS22,Yorkshire and the Humber
LS23,Yorkshire and the Humber
LS24,Yorkshire and the Humber
LS25,Yorkshire and the Humber
LS26,Yorkshire and the Humber
LS27,Yorkshire and the Humber
LS28,Yorkshire and the Humber
LS29,Yorkshire and the Humber
LS3,Yorkshire and the Humber
LS4,Yorkshire and the Humber
LS5,Yorkshire and the Humber
LS6,Yorkshire and the Humber
LS7,Yorkshire and the Humber
LS8,Yorkshire and the Humber
LS88,Yorkshire and the Humber
LS9,Yorkshire and the Humber
LS98,Yorkshire and the Humber
LS99,Yorkshire and the Humber
LU1,East of England
LU2,East of England
LU3,East of England
LU4,East of England
LU5,East of England
LU6,East of England
LU7,East of England
LU95,East of England
M1,North West England
M10,North West England
M11,North West England
M12,North West England
M13,North West England
M14,North West England
M15,North West England
M16,North West England
M17,North West England
M18,North West England
M19,North West England
M2,North West England
M20,North West England
M21,North West England
M22,North West England
M23,North West England
M24,North West England
M25,North West England
M26,North West England
M27,North West England
M28,North West England
M29,North West England
M3,North West England
M30,North West England
M31,North West England
M32,North West England
M33,North West England
M34,North West England
M35,North West England
M38,North West England
M4,North West England
M40,North West England
M41,North West England
M43,North West England
M44,North West England
M45,North West England
M46,North West England
M5,North West England
M50,North West England
M52,North West England
M6,North West England
M60,North West England
M61,North West England
M7,North West England
M8,North West England
M9,North West England
M90,North West England
M99,North West England
ME1,South East England
ME10,South East England
ME11,South East England
ME12,South East England
ME13,South East England
ME14,South East England
ME15,South East England
ME16,South East England
ME17,South East England
ME18,South East England
ME19,South East England
ME2,South East England
ME20,South East England
ME3,South East England
ME4,South East England
ME5,South East England
ME6,South East England
ME7,South East England
ME8,South East England
ME9,South East England
ME99,South East England
MK1,South East England
MK10,South East England
MK11,South East England
MK12,South East England
MK13,South East England
MK14,South East England
MK15,South East England
MK16,South East England
MK17,South East England
MK18,South East England
MK19,South East England
MK2,South East England
MK3,South East England
MK4,South East England
MK40,East of England
MK41,East of England
MK42,East of England
MK43,East of England
MK44,East of England
MK45,East of England
MK46,South East England
MK5,South East England
MK6,South East England
MK7,South East England
MK77,South East England
MK8,South East England
MK9,South East England
MK98,South East England
ML1,Scotland
ML10,Scotland
ML11,Scotland
ML12,Scotland
ML2,Scotland
ML3,Scotland
ML4,Scotland
ML5,Scotland
ML6,Scotland
ML7,Scotland
ML8,Scotland
ML9,Scotland
N1,London
N10,London
N11,London
N12,London
N13,London
N14,London
N15,London
N16,London
N17,London
N18,London
N19,London
N1C,London
N1P,London
N2,London
N20,London
N21,London
N22,London
N3,London
N4,London
N5,London
N6,London
N7,London
N8,London
N81,London
N9,London
NE1,North East England
NE10,North East England
NE11,North East England
NE12,North East England
NE13,North East England
NE15,North East England
NE16,North East England
NE17,North East England
NE18,North East England
NE19,North East England
NE2,North East England
NE20,North East England
NE21,North East England
NE22,North East England
NE23,North East England
NE24,North East England
NE25,North East England
NE26,North East England
NE27,North East England
NE28,North East England
NE29,North East England
NE3,North East England
NE30,North East England
NE31,North East England
NE32,North East England
NE33,North East England
NE34,North East England
NE35,North East England
NE36,North East England
NE37,North East England
NE38,North East England
NE39,North East England
NE4,North East England
NE40,North East England
NE41,North East England
NE42,North East England
NE43,North East England
NE44,North East England
NE45,North East England
NE46,North East England
NE47,North East England
NE48,North East England
NE49,North East England
NE5,North East England
NE6,North East England
NE61,North East England
NE62,North East England
NE63,North East England
NE64,North East England
NE65,North East England
NE66,North East England
NE67,North East England
NE68,North East England
NE69,North East England
NE7,North East England
NE70,North East England
NE71,North East England
NE8,North East England
NE82,North East England
NE83,North East England
NE85,North East England
NE88,North East England
NE89,North East England
NE9,North East England
NE92,North East England
NE98,North East England
NE99,North East England
NG1,East Midlands
NG10,East Midlands
NG11,East Midlands
NG12,East Midlands
NG13,East Midlands
NG14,East Midlands
NG15,East Midlands
NG16,East Midlands
NG17,East Midlands
NG18,East Midlands
NG19,East Midlands
NG2,East Midlands
NG20,East Midlands
NG21,East Midlands
NG22,East Midlands
NG23,East Midlands
NG24,East Midlands
NG25,East Midlands
NG3,East Midlands
NG31,East Midlands
NG32,East Midlands
NG33,East Midlands
NG34,East Midlands
NG4,East Midlands
NG5,East Midlands
NG6,East Midlands
NG7,East Midlands
NG70,East Midlands
NG8,East Midlands
NG80,East Midlands
NG9,East Midlands
NG90,East Midlands
NN1,East Midlands
NN10,East Midlands
NN11,East Midlands
NN12,East Midlands
NN13,East Midlands
NN14,East Midlands
NN15,East Midlands
NN16,East Midlands
NN17,East Midlands
NN18,East Midlands
NN2,East Midlands
NN29,East Midlands
NN3,East Midlands
NN4,East Midlands
NN5,East Midlands
NN6,East Midlands
NN7,East Midlands
NN8,East Midlands
NN9,East Midlands
NN99,East Midlands
NP1,Wales
NP10,Wales
NP11,Wales
NP12,Wales
NP13,Wales
NP15,Wales
NP16,Wales
NP18,Wales
NP19,Wales
NP2,Wales
NP20,Wales
NP22,Wales
NP23,Wales
NP24,Wales
NP25,Wales
NP26,Wales
NP3,Wales
NP4,Wales
NP44,Wales
NP5,Wales
NP6,Wales
NP7,Wales
NP8,Wales
NP9,Wales
NPT,Wales
NR1,East of England
NR10,East of England
NR11,East of England
NR12,East of England
NR13,East of England
NR14,East of England
NR15,East of England
NR16,East of England
NR17,East of England
NR18,East of England
NR19,East of England
NR2,East of England
NR20,East of England
NR21,East of England
NR22,East of England
NR23,East of England
NR24,East of England
NR25,East of England
NR26,East of England
NR27,East of England
NR28,East of England
NR29,East of England
NR3,East of England
NR30,East of England
NR31,East of England
NR32,East of England
NR33,East of England
NR34,East of England
NR35,East of England
NR4,East of England
NR5,East of England
NR6,East of England
NR7,East of England
NR8,East of England
NR9,East of England
NR99,East of England
NW1,London
NW10,London
NW11,London
NW1W,London
NW2,London
NW26,London
NW3,London
NW4,London
NW5,London
NW6,London
NW7,London
NW8,London
NW9,London
OL1,North West England
OL10,North West England
OL11,North West England
OL12,North West England
OL13,North West England
OL14,Yorkshire and the Humber
OL15,North West England
OL16,North West England
OL2,North West England
OL3,North West England
OL4,North West England
OL5,North West England
OL6,North West England
OL7,North West England
OL8,North West England
OL9,North West England
OL95,North West England
OX1,South East England
OX10,South East England
OX11,South East England
OX12,South East England
OX13,South East England
OX14,South East England
OX15,South East England
OX16,South East England
OX17,East Midlands
OX18,South East England
OX2,South East England
OX20,South East England
OX25,South East England
OX26,South East England
OX27,South East England
OX28,South East England
OX29,South East England
OX3,South East England
OX33,South East England
OX39,South East England
OX4,South East England
OX44,South East England
OX49,South East England
OX5,South East England
OX6,South East England
OX7,South East England
OX8,South East England
OX9,South East England
PA1,Scotland
PA10,Scotland
PA11,Scotland
PA12,Scotland
PA13,Scotland
PA14,Scotland
PA15,Scotland
PA16,Scotland
PA17,Scotland
PA18,Scotland
PA19,Scotland
PA2,Scotland
PA20,Scotland
PA21,Scotland
PA22,Scotland
PA23,Scotland
PA24,Scotland
PA25,Scotland
PA26,Scotland
PA27,Scotland
PA28,Scotland
PA29,Scotland
PA3,Scotland
PA30,Scotland
PA31,Scotland
PA32,Scotland
PA33,Scotland
PA34,Scotland
PA35,Scotland
PA36,Scotland
PA37,Scotland
PA38,Scotland
PA39,Scotland
PA4,Scotland
PA40,Scotland
PA41,Scotland
PA42,Scotland
PA43,Scotland
PA44,Scotland
PA45,Scotland
PA46,Scotland
PA47,Scotland
PA48,Scotland
PA49,Scotland
PA5,Scotland
PA6,Scotland
PA60,Scotland
PA61,Scotland
PA62,Scotland
PA63,Scotland
PA64,Scotland
PA65,Scotland
PA66,Scotland
PA67,Scotland
PA68,Scotland
PA69,Scotland
PA7,Scotland
PA70,Scotland
PA71,Scotland
PA72,Scotland
PA73,Scotland
PA74,Scotland
PA75,Scotland
PA76,Scotland
PA77,Scotland
PA78,Scotland
PA8,Scotland
PA80,Scotland
PA81,Scotland
PA82,Scotland
PA83,Scotland
PA84,Scotland
PA85,Scotland
PA86,Scotland
PA87,Scotland
PA88,Scotland
PA9,Scotland
PA98,Scotland
PE1,East of England
PE10,East Midlands
PE11,East Midlands
PE12,East Midlands
PE13,East of England
PE14,East of England
PE15,East of England
PE16,East of England
PE17,East of England
PE18,East of England
PE19,East of England
PE2,East of England
PE20,East Midlands
PE21,East Midlands
PE22,East Midlands
PE23,East Midlands
PE24,East Midlands
PE25,East Midlands
PE26,East of England
PE27,East of England
PE28,East of England
PE29,East of England
PE3,East of England
PE30,East of England
PE31,East of England
PE32,East of England
PE33,East of England
PE34,East of England
PE35,East of England
PE36,East of England
PE37,East of England
PE38,East of England
PE4,East of England
PE5,East of England
PE6,East Midlands
PE7,East of England
PE8,East Midlands
PE9,East Midlands
PE99,East of England
PH1,Scotland
PH10,Scotland
PH11,Scotland
PH12,Scotland
PH13,Scotland
PH14,Scotland
PH15,Scotland
PH16,Scotland
PH17,Scotland
PH18,Scotland
PH19,Scotland
PH2,Scotland
PH20,Scotland
PH21,Scotland
PH22,Scotland
PH23,Scotland
PH24,Scotland
PH25,Scotland
PH26,Scotland
PH3,Scotland
PH30,Scotland
PH31,Scotland
PH32,Scotland
PH33,Scotland
PH34,Scotland
PH35,Scotland
PH36,Scotland
PH37,Scotland
PH38,Scotland
PH39,Scotland
PH4,Scotland
PH40,Scotland
PH41,Scotland
PH42,Scotland
PH43,Scotland
PH44,Scotland
PH49,Scotland
PH5,Scotland
PH50,Scotland
PH6,Scotland
PH7,Scotland
PH8,Scotland
PH9,Scotland
PL1,South West England
PL10,South West England
PL11,South West England
PL12,South West England
PL13,South West England
PL14,South West England
PL15,South West England
PL16,South West England
PL17,South West England
PL18,South West England
PL19,South West England
PL2,South West England
PL20,South West England
PL21,South West England
PL22,South West England
PL23,South West England
PL24,South West England
PL25,South West England
PL26,South West England
PL27,South West England
PL28,South West England
PL29,South West England
PL3,South West England
PL30,South West England
PL31,South West England
PL32,South West England
PL33,South West England
PL34,South West England
PL35,South West England
PL4,South West England
PL5,South West England
PL6,South West England
PL7,South West England
PL8,South West England
PL9,South West England
PL95,South West England
PO1,South East England
PO10,South East England
PO11,South East England
PO12,South East England
PO13,South East England
PO14,South East England
PO15,South East England
PO16,South East England
PO17,South East England
PO18,South East England
PO19,South East England
PO2,South East England
PO20,South East England
PO21,South East England
PO22,South East England
PO3,South East England
PO30,South East England
PO31,South East England
PO32,South East England
PO33,South East England
PO34,South East England
PO35,South East England
PO36,South East England
PO37,South East England
PO38,South East England
PO39,South East England
PO4,South East England
PO40,South East England
PO41,South East England
PO5,South East England
PO6,South East England
PO7,South East England
PO8,South East England
PO9,South East England
PR0,North West England
PR1,North West England
PR11,North West England
PR2,North West England
PR25,North West England
PR26,North West England
PR3,North West England
PR4,North West England
PR5,North West England
PR6,North West England
PR7,North West England
PR8,North West England
PR9,North West England
RG1,South East England
RG10,South East England
RG11,South East England
RG12,South East England
RG13,South East England
RG14,South East England
RG15,South East England
RG16,South East England
RG17,South East England
RG18,South East England
RG19,South East England
RG2,South East England
RG20,South East England
RG21,South East England
RG22,South East England
RG23,South East England
RG24,South East England
RG25,South East England
RG26,South East England
RG27,South East England
RG28,South East England
RG29,South East England
RG3,South East England
RG30,South East England
RG31,South East England
RG4,South East England
RG40,South East England
RG41,South East England
RG42,South East England
RG45,South East England
RG5,South East England
RG6,South East England
RG7,South East England
RG8,South East England
RG9,South East England
RH1,South East England
RH10,South East England
RH11,South East England
RH12,South East England
RH13,South East England
RH14,South East England
RH15,South East England
RH16,South East England
RH17,South East England
RH18,South East England
RH19,South East England
RH2,South East England
RH20,South East England
RH3,South East England
RH4,South East England
RH5,South East England
RH6,South East England
RH7,South East England
RH77,South East England
RH8,South East England
RH9,South East England
RM1,London
RM10,London
RM11,London
RM12,London
RM13,London
RM14,London
RM15,East of England
RM16,East of England
RM17,East of England
RM18,East of England
RM19,East of England
RM2,London
RM20,East of England
RM3,London
RM4,East of England
RM5,London
RM50,London
RM6,London
RM7,London
RM8,London
RM9,London
S1,Yorkshire and the Humber
S10,Yorkshire and the Humber
S11,Yorkshire and the Humber
S12,Yorkshire and the Humber
S13,Yorkshire and the Humber
S14,Yorkshire and the Humber
S17,Yorkshire and the Humber
S18,East Midlands
S19,Yorkshire and the Humber
S2,Yorkshire and the Humber
S20,Yorkshire and the Humber
S21,East Midlands
S25,Yorkshire and the Humber
S26,Yorkshire and the Humber
S3,Yorkshire and the Humber
S30,Yorkshire and the Humber
S31,Yorkshire and the Humber
S32,East Midlands
S33,East Midlands
S35,Yorkshire and the Humber
S36,Yorkshire and the Humber
S4,Yorkshire and the Humber
S40,East Midlands
S41,East Midlands
S42,East Midlands
S43,East Midlands
S44,East Midlands
S45,East Midlands
S49,East Midlands
S5,Yorkshire and the Humber
S6,Yorkshire and the Humber
S60,Yorkshire and the Humber
S61,Yorkshire and the Humber
S62,Yorkshire and the Humber
S63,Yorkshire and the Humber
S64,Yorkshire and the Humber
S65,Yorkshire and the Humber
S66,Yorkshire and the Humber
S7,Yorkshire and the Humber
S70,Yorkshire and the Humber
S71,Yorkshire and the Humber
S72,Yorkshire and the Humber
S73,Yorkshire and the Humber
S74,Yorkshire and the Humber
S75,Yorkshire and the Humber
S8,Yorkshire and the Humber
S80,East Midlands
S81,East Midlands
S9,Yorkshire and the Humber
S95,Yorkshire and the Humber
S96,Yorkshire and the Humber
S97,Yorkshire and the Humber
S98,Yorkshire and the Humber
S99,Yorkshire and the Humber
SA1,Wales
SA10,Wales
SA11,Wales
SA12,Wales
SA13,Wales
SA14,Wales
SA15,Wales
SA16,Wales
SA17,Wales
SA18,Wales
SA19,Wales
SA2,Wales
SA20,Wales
SA3,Wales
SA31,Wales
SA32,Wales
SA33,Wales
SA34,Wales
SA35,Wales
SA36,Wales
SA37,Wales
SA38,Wales
SA39,Wales
SA4,Wales
SA40,Wales
SA41,Wales
SA42,Wales
SA43,Wales
SA44,Wales
SA45,Wales
SA46,Wales
SA47,Wales
SA48,Wales
SA5,Wales
SA6,Wales
SA61,Wales
SA62,Wales
SA63,Wales
SA64,Wales
SA65,Wales
SA66,Wales
SA67,Wales
SA68,Wales
SA69,Wales
SA7,Wales
SA70,Wales
SA71,Wales
SA72,Wales
SA73,Wales
SA8,Wales
SA80,Wales
SA9,Wales
SA99,Wales
SE1,London
SE10,London
SE11,London
SE12,London
SE13,London
SE14,London
SE15,London
SE16,London
SE17,London
SE18,London
SE19,London
SE1P,London
SE2,London
SE20,London
SE21,London
SE22,London
SE23,London
SE24,London
SE25,London
SE26,London
SE27,London
SE28,London
SE3,London
SE4,London
SE5,London
SE6,London
SE7,London
SE8,London
SE9,London
SE99,London
SG1,East of England
SG10,East of England
SG11,East of England
SG12,East of England
SG13,East of England
SG14,East of England
SG15,East of England
SG16,East of England
SG17,East of England
SG18,East of England
SG19,East of England
SG2,East of England
SG3,East of England
SG4,East of England
SG5,East of England
SG6,East of England
SG7,East of England
SG8,East of England
SG9,East of England
SK1,North West England
SK10,North West England
SK11,North West England
SK12,East Midlands
SK13,East Midlands
SK14,North West England
SK15,North West England
SK16,North West England
SK17,East Midlands
SK2,North West England
SK22,East Midlands
SK23,East Midlands
SK3,North West England
SK4,North West England
SK5,North West England
SK6,North West England
SK7,North West England
SK8,North West England
SK9,North West England
SL0,South East England
SL1,South East England
SL2,South East England
SL3,South East England
SL4,South East England
SL5,South East England
SL6,South East England
SL60,South East England
SL7,South East England
SL8,South East England
SL9,South East England
SL95,South East England
SM1,London
SM2,London
SM3,London
SM4,London
SM5,London
SM6,London
SM7,South East England
SN1,South West England
SN10,South West England
SN11,South West England
SN12,South West England
SN13,South West England
SN14,South West England
SN15,South West England
SN16,South West England
SN17,South West England
SN2,South West England
SN25,South West England
SN26,South West England
SN3,South West England
SN38,South West England
SN4,South West England
SN5,South West England
SN6,South West England
SN7,South East England
SN8,South West England
SN9,South West England
SN99,South West England
SO1,South East England
SO14,South East England
SO15,South East England
SO16,South East England
SO17,South East England
SO18,South East England
SO19,South East England
SO2,South East England
SO20,South East England
SO21,South East England
SO22,South East England
SO23,South East England
SO24,South East England
SO25,South East England
SO3,South East England
SO30,South East England
SO31,South East England
SO32,South East England
SO4,South East England
SO40,South East England
SO41,South East England
SO42,South East England
SO43,South East England
SO45,South East England
SO5,South East England
SO50,South East England
SO51,South East England
SO52,South East England
SO53,South East England
SO9,South East England
SO97,South East England
SP1,South West England
SP10,South East England
SP11,South East England
SP2,South West England
SP3,South West England
SP4,South West England
SP5,South West England
SP6,South East England
SP7,South West England
SP8,South West England
SP9,South West England
SR1,North East England
SR2,North East England
SR3,North East England
SR4,North East England
SR43,North East England
SR5,North East England
SR6,North East England
SR7,North East England
SR8,North East England
SR88,North East England
SR9,North East England
SS0,East of England
SS1,East of England
SS11,East of England
SS12,East of England
SS13,East of England
SS14,East of England
SS15,East of England
SS16,East of England
SS17,East of England
SS2,East of England
SS22,East of England
SS3,East of England
SS4,East of England
SS5,East of England
SS6,East of England
SS7,East of England
SS8,East of England
SS9,East of England
SS99,East of England
ST1,West Midlands
ST10,West Midlands
ST11,West Midlands
ST12,West Midlands
ST13,West Midlands
ST14,West Midlands
ST15,West Midlands
ST16,West Midlands
ST17,West Midlands
ST18,West Midlands
ST19,West Midlands
ST2,West Midlands
ST20,West Midlands
ST21,West Midlands
ST3,West Midlands
ST4,West Midlands
ST5,West Midlands
ST55,West Midlands
ST6,West Midlands
ST7,West Midlands
ST8,West Midlands
ST9,West Midlands
SW1,London
SW10,London
SW11,London
SW12,London
SW13,London
SW14,London
SW15,London
SW16,London
SW17,London
SW18,London
SW19,London
SW1A,London
SW1E,London
SW1H,London
SW1P,London
SW1V,London
SW1W,London
SW1X,London
SW1Y,London
SW2,London
SW20,London
SW3,London
SW4,London
SW5,London
SW6,London
SW7,London
SW8,London
SW9,London
SW95,London
SW99,London
SY1,West Midlands
SY10,West Midlands
SY11,West Midlands
SY12,West Midlands
SY13,West Midlands
SY14,North West England
SY15,Wales
SY16,Wales
SY17,Wales
SY18,Wales
SY19,Wales
SY2,West Midlands
SY20,Wales
SY21,Wales
SY22,Wales
SY23,Wales
SY24,Wales
SY25,Wales
SY3,West Midlands
SY4,West Midlands
SY5,West Midlands
SY6,West Midlands
SY7,West Midlands
SY8,West Midlands
SY9,West Midlands
SY99,West Midlands
TA1,South West England
TA10,South West England
TA11,South West England
TA12,South West England
TA13,South West England
TA14,South West England
TA15,South West England
TA16,South West England
TA17,South West England
TA18,South West England
TA19,South West England
TA2,South West England
TA20,South West England
TA21,South West England
TA22,South West England
TA23,South West England
TA24,South West England
TA3,South West England
TA4,South West England
TA5,South West England
TA6,South West England
TA7,South West England
TA8,South West England
TA9,South West England
TD1,Scotland
TD10,Scotland
TD11,Scotland
TD12,Scotland
TD13,Scotland
TD14,Scotland
TD15,North East England
TD2,Scotland
TD3,Scotland
TD4,Scotland
TD5,Scotland
TD6,Scotland
TD7,Scotland
TD8,Scotland
TD9,Scotland
TF1,West Midlands
TF10,West Midlands
TF11,West Midlands
TF12,West Midlands
TF13,West Midlands
TF2,West Midlands
TF3,West Midlands
TF4,West Midlands
TF5,West Midlands
TF6,West Midlands
TF7,West Midlands
TF8,West Midlands
TF9,West Midlands
TN1,South East England
TN10,South East England
TN11,South East England
TN12,South East England
TN13,South East England
TN14,South East England
TN15,South East England
TN16,London
TN17,South East England
TN18,South East England
TN19,South East England
TN2,South East England
TN20,South East England
TN21,South East England
TN22,South East England
TN23,South East England
TN24,South East England
TN25,South East England
TN26,South East England
TN27,South East England
TN28,South East England
TN29,South East England
TN3,South East England
TN30,South East England
TN31,South East England
TN32,South East England
TN33,South East England
TN34,South East England
TN35,South East England
TN36,South East England
TN37,South East England
TN38,South East England
TN39,South East England
TN4,South East England
TN40,South East England
TN5,South East England
TN6,South East England
TN7,South East England
TN8,South East England
TN9,South East England
TQ1,South West England
TQ10,South West England
TQ11,South West England
TQ12,South West England
TQ13,South West England
TQ14,South West England
TQ2,South West England
TQ3,South West England
TQ4,South West England
TQ5,South West England
TQ6,South West England
TQ7,South West England
TQ8,South West England
TQ9,South West England
TR1,South West England
TR10,South West England
TR11,South West England
TR12,South West England
TR13,South West England
TR14,South West England
TR15,South West England
TR16,South West England
TR17,South West England
TR18,South West England
TR19,South West England
TR2,South West England
TR20,South West England
TR21,South West England
TR22,South West England
TR23,South West England
TR24,South West England
TR25,South West England
TR26,South West England
TR27,South West England
TR3,South West England
TR4,South West England
TR5,South West England
TR6,South West England
TR7,South West England
TR8,South West England
TR9,South West England
TR93,South West England
TS1,North East England
TS10,North East England
TS11,North East England
TS12,North East England
TS13,North East England
TS14,North East England
TS15,North East England
TS16,North East England
TS17,North East England
TS18,North East England
TS19,North East England
TS2,North East England
TS20,North East England
TS21,North East England
TS22,North East England
TS23,North East England
TS24,North East England
TS25,North East England
TS26,North East England
TS27,North East England
TS28,North East England
TS29,North East England
TS3,North East England
TS4,North East England
TS5,North East England
TS6,North East England
TS7,North East England
TS8,North East England
TS9,Yorkshire and the Humber
TS90,North East England
TW1,London
TW10,London
TW11,London
TW12,London
TW13,London
TW14,London
TW15,South East England
TW16,South East England
TW17,South East England
TW18,South East England
TW19,South East England
TW2,London
TW20,South East England
TW3,London
TW4,London
TW5,London
TW6,London
TW7,London
TW8,London
TW9,London
UB1,London
UB10,London
UB11,London
UB18,London
UB2,London
UB3,London
UB4,London
UB5,London
UB6,London
UB7,London
UB8,London
UB9,London
W1,London
W10,London
W11,London
W12,London
W13,London
W14,London
W1A,London
W1B,London
W1C,London
W1D,London
W1F,London
W1G,London
W1H,London
W1J,London
W1K,London
W1M,London
W1N,London
W1P,London
W1R,London
W1S,London
W1T,London
W1U,London
W1V,London
W1W,London
W1X,London
W1Y,London
W2,London
W3,London
W4,London
W5,London
W6,London
W7,London
W8,London
W9,London
WA1,North West England
WA10,North West England
WA11,North West England
WA12,North West England
WA13,North West England
WA14,North West England
WA15,North West England
WA16,North West England
WA2,North West England
WA3,North West England
WA4,North West England
WA5,North West England
WA55,North West England
WA6,North West England
WA7,North West England
WA8,North West England
WA88,North West England
WA9,North West England
WC1A,London
WC1B,London
WC1E,London
WC1H,London
WC1N,London
WC1R,London
WC1V,London
WC1X,London
WC2A,London
WC2B,London
WC2E,London
WC2H,London
WC2N,London
WC2R,London
WC99,London
WD1,East of England
WD17,East of England
WD18,East of England
WD19,East of England
WD2,East of England
WD23,East of England
WD24,East of England
WD25,East of England
WD3,East of England
WD4,East of England
WD5,East of England
WD6,East of England
WD7,East of England
WD99,East of England
WF1,Yorkshire and the Humber
WF10,Yorkshire and the Humber
WF11,Yorkshire and the Humber
WF12,Yorkshire and the Humber
WF13,Yorkshire and the Humber
WF14,Yorkshire and the Humber
WF15,Yorkshire and the Humber
WF16,Yorkshire and the Humber
WF17,Yorkshire and the Humber
WF2,Yorkshire and the Humber
WF3,Yorkshire and the Humber
WF4,Yorkshire and the Humber
WF5,Yorkshire and the Humber
WF6,Yorkshire and the Humber
WF7,Yorkshire and the Humber
WF8,Yorkshire and the Humber
WF9,Yorkshire and the Humber
WF90,Yorkshire and the Humber
WN1,North West England
WN2,North West England
WN3,North West England
WN4,North West England
WN5,North West England
WN6,North West England
WN7,North West England
WN8,North West England
WR1,West Midlands
WR10,West Midlands
WR11,West Midlands
WR12,West Midlands
WR13,West Midlands
WR14,West Midlands
WR15,West Midlands
WR2,West Midlands
WR3,West Midlands
WR4,West Midlands
WR5,West Midlands
WR6,West Midlands
WR7,West Midlands
WR78,West Midlands
WR8,West Midlands
WR9,West Midlands
WR99,West Midlands
WS1,West Midlands
WS10,West Midlands
WS11,West Midlands
WS12,West Midlands
WS13,West Midlands
WS14,West Midlands
WS15,West Midlands
WS2,West Midlands
WS3,West Midlands
WS4,West Midlands
WS5,West Midlands
WS6,West Midlands
WS7,West Midlands
WS8,West Midlands
WS9,West Midlands
WV1,West Midlands
WV10,West Midlands
WV11,West Midlands
WV12,West Midlands
WV13,West Midlands
WV14,West Midlands
WV15,West Midlands
WV16,West Midlands
WV2,West Midlands
WV3,West Midlands
WV4,West Midlands
WV5,West Midlands
WV6,West Midlands
WV7,West Midlands
WV8,West Midlands
WV9,West Midlands
WV98,West Midlands
WV99,West Midlands
YO1,Yorkshire and the Humber
YO10,Yorkshire and the Humber
YO11,Yorkshire and the Humber
YO12,Yorkshire and the Humber
YO13,Yorkshire and the Humber
YO14,Yorkshire and the Humber
YO15,Yorkshire and the Humber
YO16,Yorkshire and the Humber
YO17,Yorkshire and the Humber
YO18,Yorkshire and the Humber
YO19,Yorkshire and the Humber
YO2,Yorkshire and the Humber
YO21,Yorkshire and the Humber
YO22,Yorkshire and the Humber
YO23,Yorkshire and the Humber
YO24,Yorkshire and the Humber
YO25,Yorkshire and the Humber
YO26,Yorkshire and the Humber
YO3,Yorkshire and the Humber
YO30,Yorkshire and the Humber
YO31,Yorkshire and the Humber
YO32,Yorkshire and the Humber
YO4,Yorkshire and the Humber
YO41,Yorkshire and the Humber
YO42,Yorkshire and the Humber
YO43,Yorkshire and the Humber
YO5,Yorkshire and the Humber
YO51,Yorkshire and the Humber
YO6,Yorkshire and the Humber
YO60,Yorkshire and the Humber
YO61,Yorkshire and the Humber
YO62,Yorkshire and the Humber
YO7,Yorkshire and the Humber
YO8,Yorkshire and the Humber
YO90,Yorkshire and the Humber
YO91,Yorkshire and the Humber
YO95,Yorkshire and the Humber
ZE1,Scotland
ZE2,Scotland
ZE3,Scotland
